,Tournament,Hand,Level,Street_id,Round,Pot,Card1,Card2,Card3,Card4,Card5,Seat_P0,Dealer_P0,Position_P0,Player_P0,PlayerName_P0,Stack_P0,SPR_P0,ActionOrder_P0,Action_P0,Bet_P0,Allin_P0,Showdown_1_P0,Showdown_2_P0,PlayerWins_P0,WinAmount_P0,Seat_P1,Dealer_P1,Position_P1,Player_P1,PlayerName_P1,Stack_P1,SPR_P1,ActionOrder_P1,Action_P1,Bet_P1,Allin_P1,Showdown_1_P1,Showdown_2_P1,PlayerWins_P1,WinAmount_P1,Seat_P2,Dealer_P2,Position_P2,Player_P2,PlayerName_P2,Stack_P2,SPR_P2,ActionOrder_P2,Action_P2,Bet_P2,Allin_P2,Showdown_1_P2,Showdown_2_P2,PlayerWins_P2,WinAmount_P2,Seat_P3,Dealer_P3,Position_P3,Player_P3,PlayerName_P3,Stack_P3,SPR_P3,ActionOrder_P3,Action_P3,Bet_P3,Allin_P3,Showdown_1_P3,Showdown_2_P3,PlayerWins_P3,WinAmount_P3,Seat_P4,Dealer_P4,Position_P4,Player_P4,PlayerName_P4,Stack_P4,SPR_P4,ActionOrder_P4,Action_P4,Bet_P4,Allin_P4,Showdown_1_P4,Showdown_2_P4,PlayerWins_P4,WinAmount_P4,Seat_P5,Dealer_P5,Position_P5,Player_P5,PlayerName_P5,Stack_P5,SPR_P5,ActionOrder_P5,Action_P5,Bet_P5,Allin_P5,Showdown_1_P5,Showdown_2_P5,PlayerWins_P5,WinAmount_P5,Seat_P6,Dealer_P6,Position_P6,Player_P6,PlayerName_P6,Stack_P6,SPR_P6,ActionOrder_P6,Action_P6,Bet_P6,Allin_P6,Showdown_1_P6,Showdown_2_P6,PlayerWins_P6,WinAmount_P6,Seat_P7,Dealer_P7,Position_P7,Player_P7,PlayerName_P7,Stack_P7,SPR_P7,ActionOrder_P7,Action_P7,Bet_P7,Allin_P7,Showdown_1_P7,Showdown_2_P7,PlayerWins_P7,WinAmount_P7
33,MTT 250,2018338580,800.0,4,7,117848.0,Js,Qh,4h,5c,Ks,1.0,0.0,EP3,0.0,djon01t,146552.0,,0.0,,,,,,,,2.0,0.0,MP1,1.0,evilkrol,96691.0,,,Shows Cards,,,As,Ah,1.0,117848.0,3.0,0.0,MP2,2.0,cooper322,384549.0,,0.0,,,,,,,,4.0,0.0,MP3,3.0,catelit,157254.0,,0.0,,,,,,,,5.0,0.0,CO,4.0,maxelista,351057.0,,0.0,,,,,,,,6.0,1.0,BTN,5.0,antipirate,301031.0,,0.0,,,,,,,,7.0,0.0,SB,6.0,tatartatar1,109151.0,,,Shows Cards,,,Qd,Tc,,,8.0,0.0,BB,7.0,staspro58,485867.0,,0.0,,,,,,,
34,MTT 250,2018339417,800.0,0,0,0.0,,,,,,1.0,0.0,BB,0.0,djon01t,146552.0,0.0,1.0,Post BB,900.0,0.0,,,,,2.0,0.0,EP3,1.0,evilkrol,214539.0,0.0,1.0,Post Ante,100.0,0.0,,,,,3.0,0.0,MP1,2.0,cooper322,384549.0,0.0,1.0,Post Ante,100.0,0.0,,,,,4.0,0.0,MP2,3.0,catelit,157254.0,0.0,1.0,Post Ante,100.0,0.0,,,,,5.0,0.0,MP3,4.0,maxelista,351057.0,0.0,1.0,Post Ante,100.0,0.0,,,,,6.0,0.0,CO,5.0,antipirate,301031.0,0.0,1.0,Post Ante,100.0,0.0,,,,,7.0,1.0,BTN,6.0,tatartatar1,109151.0,0.0,1.0,Post Ante,100.0,0.0,,,,,8.0,0.0,SB,7.0,staspro58,485867.0,0.0,1.0,Post SB,500.0,0.0,,,,
35,MTT 250,2018339417,800.0,0,1,2000.0,,,,,,1.0,0.0,BB,0.0,djon01t,145652.0,72.83,8.0,Raise,800.0,0.0,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,107.22,1.0,Fold,0.0,0.0,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,192.22,2.0,Fold,0.0,0.0,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,78.58,3.0,Fold,0.0,0.0,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,175.48,4.0,Fold,0.0,0.0,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,150.47,5.0,Fold,0.0,0.0,,,,,7.0,1.0,BTN,6.0,tatartatar1,109051.0,54.53,6.0,Call,800.0,0.0,,,,,8.0,0.0,SB,7.0,staspro58,485367.0,242.68,7.0,Call,400.0,0.0,,,,
36,MTT 250,2018339417,800.0,0,2,4000.0,,,,,,1.0,0.0,BB,0.0,djon01t,144852.0,,0.0,,,,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,,0.0,,,,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,108251.0,27.06,1.0,Call,800.0,0.0,,,,,8.0,0.0,SB,7.0,staspro58,484967.0,121.24,2.0,Call,800.0,0.0,,,,
37,MTT 250,2018339417,800.0,1,3,5600.0,5d,Js,3c,,,1.0,0.0,BB,0.0,djon01t,144852.0,25.87,2.0,Check,0.0,0.0,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,,0.0,,,,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,107451.0,19.19,3.0,Check,0.0,0.0,,,,,8.0,0.0,SB,7.0,staspro58,484167.0,86.46,1.0,Check,0.0,0.0,,,,
38,MTT 250,2018339417,800.0,2,4,5600.0,5d,Js,3c,3d,,1.0,0.0,BB,0.0,djon01t,144852.0,25.87,2.0,Call,2800.0,0.0,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,,0.0,,,,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,107451.0,19.19,3.0,Fold,0.0,0.0,,,,,8.0,0.0,SB,7.0,staspro58,484167.0,86.46,1.0,Bet,2800.0,0.0,,,,
39,MTT 250,2018339417,800.0,3,5,11200.0,5d,Js,3c,3d,5s,1.0,0.0,BB,0.0,djon01t,142052.0,12.68,2.0,Fold,0.0,0.0,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,,0.0,,,,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,107451.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,staspro58,481367.0,42.98,1.0,Bet,5600.0,0.0,,,,
40,MTT 250,2018339417,800.0,4,6,16800.0,5d,Js,3c,3d,5s,1.0,0.0,BB,0.0,djon01t,142052.0,,0.0,,,,,,,,2.0,0.0,EP3,1.0,evilkrol,214439.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,cooper322,384449.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,catelit,157154.0,,0.0,,,,,,,,5.0,0.0,MP3,4.0,maxelista,350957.0,,0.0,,,,,,,,6.0,0.0,CO,5.0,antipirate,300931.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,107451.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,staspro58,475767.0,,,Mucks Cards,,,,,1.0,11200.0
41,MTT 250,2018339932,800.0,0,0,0.0,,,,,,1.0,0.0,SB,0.0,djon01t,142052.0,0.0,1.0,Post SB,500.0,0.0,,,,,2.0,0.0,BB,1.0,evilkrol,214439.0,0.0,1.0,Post BB,900.0,0.0,,,,,3.0,0.0,EP3,2.0,cooper322,384449.0,0.0,1.0,Post Ante,100.0,0.0,,,,,4.0,0.0,MP1,3.0,catelit,157154.0,0.0,1.0,Post Ante,100.0,0.0,,,,,5.0,0.0,MP2,4.0,maxelista,350957.0,0.0,1.0,Post Ante,100.0,0.0,,,,,6.0,0.0,MP3,5.0,antipirate,300931.0,0.0,1.0,Post Ante,100.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,107451.0,0.0,1.0,Post Ante,100.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,492567.0,0.0,1.0,Post Ante,100.0,0.0,,,,
42,MTT 250,2018339932,800.0,0,1,2000.0,,,,,,1.0,0.0,SB,0.0,djon01t,141552.0,70.78,7.0,Fold,0.0,0.0,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,106.77,8.0,Fold,0.0,0.0,,,,,3.0,0.0,EP3,2.0,cooper322,384349.0,192.17,1.0,Call,800.0,0.0,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,78.53,2.0,Fold,0.0,0.0,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,175.43,3.0,Fold,0.0,0.0,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,150.42,4.0,Fold,0.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,107351.0,53.68,5.0,Raise,4400.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,492467.0,246.23,6.0,Call,4400.0,0.0,,,,
43,MTT 250,2018339932,800.0,0,2,11600.0,,,,,,1.0,0.0,SB,0.0,djon01t,141552.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,cooper322,383549.0,33.06,1.0,Fold,0.0,0.0,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,,0.0,,,,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,102951.0,,0.0,,,,,,,,8.0,1.0,BTN,7.0,staspro58,488067.0,,0.0,,,,,,,
44,MTT 250,2018339932,800.0,1,3,11600.0,5s,Tc,Ah,,,1.0,0.0,SB,0.0,djon01t,141552.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,cooper322,383549.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,,0.0,,,,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,102951.0,8.88,1.0,Bet,3619.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,488067.0,42.07,2.0,Call,3619.0,0.0,,,,
45,MTT 250,2018339932,800.0,2,4,18838.0,5s,Tc,Ah,3h,,1.0,0.0,SB,0.0,djon01t,141552.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,cooper322,383549.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,,0.0,,,,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,99332.0,5.27,1.0,Bet,9419.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,484448.0,25.72,2.0,Call,9419.0,0.0,,,,
46,MTT 250,2018339932,800.0,3,5,37676.0,5s,Tc,Ah,3h,3c,1.0,0.0,SB,0.0,djon01t,141552.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,cooper322,383549.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,,0.0,,,,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,89913.0,2.39,1.0,Check,0.0,0.0,,,,,8.0,1.0,BTN,7.0,staspro58,475029.0,12.61,2.0,Check,0.0,0.0,,,,
47,MTT 250,2018339932,800.0,4,6,37676.0,5s,Tc,Ah,3h,3c,1.0,0.0,SB,0.0,djon01t,141552.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,evilkrol,213539.0,,0.0,,,,,,,,3.0,0.0,EP3,2.0,cooper322,383549.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,catelit,157054.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,maxelista,350857.0,,0.0,,,,,,,,6.0,0.0,MP3,5.0,antipirate,300831.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,89913.0,,,Shows Cards,,,9d,9s,,,8.0,1.0,BTN,7.0,staspro58,475029.0,,,Shows Cards,,,Kc,Td,1.0,37676.0
48,MTT 250,2018340548,800.0,0,0,0.0,,,,,,1.0,1.0,BTN,0.0,djon01t,141552.0,0.0,1.0,Post Ante,100.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,213539.0,0.0,1.0,Post SB,500.0,0.0,,,,,3.0,0.0,BB,2.0,cooper322,383549.0,0.0,1.0,Post BB,900.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,157054.0,0.0,1.0,Post Ante,100.0,0.0,,,,,5.0,0.0,MP1,4.0,maxelista,350857.0,0.0,1.0,Post Ante,100.0,0.0,,,,,6.0,0.0,MP2,5.0,antipirate,300831.0,0.0,1.0,Post Ante,100.0,0.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,89913.0,0.0,1.0,Post Ante,100.0,0.0,,,,,8.0,0.0,CO,7.0,staspro58,512705.0,0.0,1.0,Post Ante,100.0,0.0,,,,
49,MTT 250,2018340548,800.0,0,1,2000.0,,,,,,1.0,1.0,BTN,0.0,djon01t,141452.0,70.73,6.0,Raise,2800.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,106.52,7.0,Fold,0.0,0.0,,,,,3.0,0.0,BB,2.0,cooper322,382649.0,191.32,8.0,Call,2000.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,78.48,1.0,Fold,0.0,0.0,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,175.38,2.0,Fold,0.0,0.0,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,150.37,3.0,Fold,0.0,0.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,44.91,4.0,Fold,0.0,0.0,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,256.3,5.0,Fold,0.0,0.0,,,,
50,MTT 250,2018340548,800.0,1,2,6800.0,Td,9h,7s,,,1.0,1.0,BTN,0.0,djon01t,138652.0,20.39,2.0,Bet,4382.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,380649.0,55.98,1.0,Check,0.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
51,MTT 250,2018340548,800.0,1,3,11182.0,Td,9h,7s,,,1.0,1.0,BTN,0.0,djon01t,134270.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,380649.0,34.04,1.0,Call,4382.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
52,MTT 250,2018340548,800.0,2,4,15564.0,Td,9h,7s,4s,,1.0,1.0,BTN,0.0,djon01t,134270.0,8.63,2.0,Bet,6400.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,376267.0,24.18,1.0,Check,0.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
53,MTT 250,2018340548,800.0,2,5,21964.0,Td,9h,7s,4s,,1.0,1.0,BTN,0.0,djon01t,127870.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,376267.0,17.13,1.0,Call,6400.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
54,MTT 250,2018340548,800.0,3,6,28364.0,Td,9h,7s,4s,Kd,1.0,1.0,BTN,0.0,djon01t,127870.0,4.51,2.0,Check,0.0,0.0,,,,,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,369867.0,13.04,1.0,Check,0.0,0.0,,,,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
55,MTT 250,2018340548,800.0,4,7,28364.0,Td,9h,7s,4s,Kd,1.0,1.0,BTN,0.0,djon01t,127870.0,,,Shows Cards,,,Jc,Js,1.0,28364.0,2.0,0.0,SB,1.0,evilkrol,213039.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,cooper322,369867.0,,,Mucks Cards,,,,,0.0,,4.0,0.0,EP3,3.0,catelit,156954.0,,0.0,,,,,,,,5.0,0.0,MP1,4.0,maxelista,350757.0,,0.0,,,,,,,,6.0,0.0,MP2,5.0,antipirate,300731.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,89813.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,staspro58,512605.0,,0.0,,,,,,,
56,MTT 250,2018341236,800.0,0,0,0.0,,,,,,1.0,0.0,CO,0.0,djon01t,156234.0,0.0,1.0,Post Ante,100.0,0.0,,,,,2.0,1.0,BTN,1.0,evilkrol,213039.0,0.0,1.0,Post Ante,100.0,0.0,,,,,3.0,0.0,SB,2.0,cooper322,369867.0,0.0,1.0,Post SB,500.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156954.0,0.0,1.0,Post BB,900.0,0.0,,,,,5.0,0.0,EP3,4.0,maxelista,350757.0,0.0,1.0,Post Ante,100.0,0.0,,,,,6.0,0.0,MP1,5.0,antipirate,300731.0,0.0,1.0,Post Ante,100.0,0.0,,,,,7.0,0.0,MP2,6.0,tatartatar1,89813.0,0.0,1.0,Post Ante,100.0,0.0,,,,,8.0,0.0,MP3,7.0,staspro58,512605.0,0.0,1.0,Post Ante,100.0,0.0,,,,
57,MTT 250,2018341236,800.0,0,1,2000.0,,,,,,1.0,0.0,CO,0.0,djon01t,156134.0,78.07,5.0,Fold,0.0,0.0,,,,,2.0,1.0,BTN,1.0,evilkrol,212939.0,106.47,6.0,Call,2400.0,0.0,,,,,3.0,0.0,SB,2.0,cooper322,369367.0,184.68,7.0,Call,2000.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156054.0,78.03,8.0,Fold,0.0,0.0,,,,,5.0,0.0,EP3,4.0,maxelista,350657.0,175.33,1.0,Raise,2400.0,0.0,,,,,6.0,0.0,MP1,5.0,antipirate,300631.0,150.32,2.0,Fold,0.0,0.0,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,44.86,3.0,Fold,0.0,0.0,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,256.25,4.0,Fold,0.0,0.0,,,,
58,MTT 250,2018341236,800.0,1,2,8800.0,Ac,Jc,4h,,,1.0,0.0,CO,0.0,djon01t,156134.0,,0.0,,,,,,,,2.0,1.0,BTN,1.0,evilkrol,210539.0,23.92,3.0,Fold,0.0,0.0,,,,,3.0,0.0,SB,2.0,cooper322,367367.0,41.75,1.0,Bet,2000.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156054.0,,0.0,,,,,,,,5.0,0.0,EP3,4.0,maxelista,348257.0,39.57,2.0,Call,2000.0,0.0,,,,,6.0,0.0,MP1,5.0,antipirate,300631.0,,0.0,,,,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,,0.0,,,,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,,0.0,,,,,,,
59,MTT 250,2018341236,800.0,2,3,12800.0,Ac,Jc,4h,8c,,1.0,0.0,CO,0.0,djon01t,156134.0,,0.0,,,,,,,,2.0,1.0,BTN,1.0,evilkrol,210539.0,,0.0,,,,,,,,3.0,0.0,SB,2.0,cooper322,365367.0,28.54,1.0,Bet,6400.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156054.0,,0.0,,,,,,,,5.0,0.0,EP3,4.0,maxelista,346257.0,27.05,2.0,Call,6400.0,0.0,,,,,6.0,0.0,MP1,5.0,antipirate,300631.0,,0.0,,,,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,,0.0,,,,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,,0.0,,,,,,,
60,MTT 250,2018341236,800.0,3,4,25600.0,Ac,Jc,4h,8c,Js,1.0,0.0,CO,0.0,djon01t,156134.0,,0.0,,,,,,,,2.0,1.0,BTN,1.0,evilkrol,210539.0,,0.0,,,,,,,,3.0,0.0,SB,2.0,cooper322,358967.0,14.02,1.0,Check,0.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156054.0,,0.0,,,,,,,,5.0,0.0,EP3,4.0,maxelista,339857.0,13.28,2.0,Bet,25600.0,0.0,,,,,6.0,0.0,MP1,5.0,antipirate,300631.0,,0.0,,,,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,,0.0,,,,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,,0.0,,,,,,,
61,MTT 250,2018341236,800.0,3,5,51200.0,Ac,Jc,4h,8c,Js,1.0,0.0,CO,0.0,djon01t,156134.0,,0.0,,,,,,,,2.0,1.0,BTN,1.0,evilkrol,210539.0,,0.0,,,,,,,,3.0,0.0,SB,2.0,cooper322,358967.0,7.01,1.0,Fold,0.0,0.0,,,,,4.0,0.0,BB,3.0,catelit,156054.0,,0.0,,,,,,,,5.0,0.0,EP3,4.0,maxelista,314257.0,,0.0,,,,,,,,6.0,0.0,MP1,5.0,antipirate,300631.0,,0.0,,,,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,,0.0,,,,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,,0.0,,,,,,,
62,MTT 250,2018341236,800.0,4,6,51200.0,Ac,Jc,4h,8c,Js,1.0,0.0,CO,0.0,djon01t,156134.0,,0.0,,,,,,,,2.0,1.0,BTN,1.0,evilkrol,210539.0,,0.0,,,,,,,,3.0,0.0,SB,2.0,cooper322,358967.0,,0.0,,,,,,,,4.0,0.0,BB,3.0,catelit,156054.0,,0.0,,,,,,,,5.0,0.0,EP3,4.0,maxelista,314257.0,,,Mucks Cards,,,,,1.0,25600.0,6.0,0.0,MP1,5.0,antipirate,300631.0,,0.0,,,,,,,,7.0,0.0,MP2,6.0,tatartatar1,89713.0,,0.0,,,,,,,,8.0,0.0,MP3,7.0,staspro58,512505.0,,0.0,,,,,,,
63,MTT 250,2018341996,800.0,0,0,0.0,,,,,,1.0,0.0,MP3,0.0,djon01t,156134.0,0.0,1.0,Post Ante,100.0,0.0,,,,,2.0,0.0,CO,1.0,evilkrol,210539.0,0.0,1.0,Post Ante,100.0,0.0,,,,,3.0,1.0,BTN,2.0,cooper322,358967.0,0.0,1.0,Post Ante,100.0,0.0,,,,,4.0,0.0,SB,3.0,catelit,156054.0,0.0,1.0,Post SB,500.0,0.0,,,,,5.0,0.0,BB,4.0,maxelista,365457.0,0.0,1.0,Post BB,900.0,0.0,,,,,6.0,0.0,EP3,5.0,antipirate,300631.0,0.0,1.0,Post Ante,100.0,0.0,,,,,7.0,0.0,MP1,6.0,tatartatar1,89713.0,0.0,1.0,Post Ante,100.0,0.0,,,,,8.0,0.0,MP2,7.0,staspro58,512505.0,0.0,1.0,Post Ante,100.0,0.0,,,,
64,MTT 250,2018341996,800.0,0,1,2000.0,,,,,,1.0,0.0,MP3,0.0,djon01t,156034.0,78.02,4.0,Fold,0.0,0.0,,,,,2.0,0.0,CO,1.0,evilkrol,210439.0,105.22,5.0,Call,800.0,0.0,,,,,3.0,1.0,BTN,2.0,cooper322,358867.0,179.43,6.0,Raise,1600.0,0.0,,,,,4.0,0.0,SB,3.0,catelit,155554.0,77.78,7.0,Call,1200.0,0.0,,,,,5.0,0.0,BB,4.0,maxelista,364557.0,182.28,8.0,Fold,0.0,0.0,,,,,6.0,0.0,EP3,5.0,antipirate,300531.0,150.27,1.0,Fold,0.0,0.0,,,,,7.0,0.0,MP1,6.0,tatartatar1,89613.0,44.81,2.0,Call,800.0,0.0,,,,,8.0,0.0,MP2,7.0,staspro58,512405.0,256.2,3.0,Call,800.0,0.0,,,,
65,MTT 250,2018341996,800.0,0,2,7200.0,,,,,,1.0,0.0,MP3,0.0,djon01t,156034.0,,0.0,,,,,,,,2.0,0.0,CO,1.0,evilkrol,209639.0,29.12,3.0,Call,800.0,0.0,,,,,3.0,1.0,BTN,2.0,cooper322,357267.0,,0.0,,,,,,,,4.0,0.0,SB,3.0,catelit,154354.0,,0.0,,,,,,,,5.0,0.0,BB,4.0,maxelista,364557.0,,0.0,,,,,,,,6.0,0.0,EP3,5.0,antipirate,300531.0,,0.0,,,,,,,,7.0,0.0,MP1,6.0,tatartatar1,88813.0,12.34,1.0,Call,800.0,0.0,,,,,8.0,0.0,MP2,7.0,staspro58,511605.0,71.06,2.0,Call,800.0,0.0,,,,
